"","X","Time.Range","Vessel.ID","Flag","Vessel.Name","Entry.Timestamp","Exit.Timestamp","Gear.Type","Vessel.Type","MMSI","IMO","CallSign","First.Transmission.Date","Last.Transmission.Date","Apparent.Fishing.Hours","month","quarter","id","name_vreg","Gear","vlength"
"2481",5872,"2021-05","5598e4059-9221-f0aa-3532-86d74c94d584","ITA","N.PESCE VOLANTE","2021-01-06 12:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247091090",NA,"INUG","2017-10-30 00:45:20","2025-07-20 23:59:16",0.8,5,2,"1401:112:1","NUOVO PESCE VOLANTE","OTB","VL1824"
"2482",5873,"2021-05","5568a3ba3-30ea-01f4-1a45-07c8717d7fea","ITA","CERNIA","2021-02-23 04:00:00","2021-12-19 10:00:00","TRAWLERS","FISHING","247303790",NA,"ILLK","2013-04-15 06:32:03","2024-09-30 15:41:14",83.46,5,2,"1401:121:1","CERNIA","OTB","VL1824"
"2483",5878,"2021-04","bdcd2d618-8e87-b9fc-959d-584c17ae45e5","ITA","JAMAICA","2021-01-04 04:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092810",NA,"IPVT","2013-05-27 23:17:31","2025-07-20 21:01:46",9.41,4,2,"1401:112:3","JAMAICA","OTB","VL1824"
"2484",5881,"2021-04","10a08ce71-17e9-f2b1-204a-88df7da4cd6f","ITA","DESTRIERO I","2021-01-04 03:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247122360",NA,"IQPL","2014-04-07 01:50:15","2025-07-18 16:57:10",1.09,4,2,"1401:111:4","DESTRIERO I","OTB","VL1824"
"2485",5904,"2021-05","268292ae9-906d-53a3-efd6-1cf0bea578d1","ITA","F/V PATRIZIA","2021-01-05 07:00:00","2021-12-28 12:00:00","TRAWLERS","FISHING","247042850",NA,"INGP","2014-05-05 06:13:15","2025-07-18 17:31:43",104.09,5,2,"1400:237:4","PATRIZIA","OTB","VL1218"
"2486",5917,"2021-04","ff20b1344-4a7e-17fa-8157-251efb07d8a0","ITA","SAVERIO_P","2021-01-04 06:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247080330",NA,"IMCC","2014-11-19 00:16:04","2024-04-04 15:32:38",3.82,4,2,"1401:112:2","S.M. ARCANGELO","OTB","VL1824"
"2487",5922,"2021-04","10a08ce71-17e9-f2b1-204a-88df7da4cd6f","ITA","DESTRIERO I","2021-01-04 03:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247122360",NA,"IQPL","2014-04-07 01:50:15","2025-07-18 16:57:10",96.15,4,2,"1401:121:2","DESTRIERO I","OTB","VL1824"
"2488",5928,"2021-05","13ce42c56-69e0-393d-fdf5-252c2a82ad75","ITA","M/P SS. TRINITA","2021-01-04 11:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247094260",NA,"ILVK","2019-08-28 15:13:49","2025-07-18 10:52:22",29.79,5,2,"1401:111:4","SS. TRINITA'","OTB","VL2440"
"2489",5945,"2021-05","5568a3ba3-30ea-01f4-1a45-07c8717d7fea","ITA","CERNIA","2021-02-23 04:00:00","2021-12-19 10:00:00","TRAWLERS","FISHING","247303790",NA,"ILLK","2013-04-15 06:32:03","2024-09-30 15:41:14",28.82,5,2,"1401:120:4","CERNIA","OTB","VL1824"
"2490",5952,"2021-04","a8e7a4833-3700-0508-9a2d-ec87ae97a3a2","ITA","MARIAMADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247092830",NA,"IOXL","2013-05-07 10:50:35","2025-07-20 23:59:26",4.19,4,2,"1401:111:4","MARIA MADRE","OTB","VL1824"
"2491",5957,"2021-05","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",3.17,5,2,"1401:120:2","NETTUNO II","OTB","VL1824"
"2492",5977,"2021-03","3a2bc0d9f-f2c8-12ad-ddc4-785d1994907d","ITA","MARETTO","2021-01-08 11:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066290",NA,NA,"2013-06-16 23:21:56","2025-07-19 08:13:16",5.86,3,2,"1401:121:1","MARETTO","OTB","VL1824"
"2493",5988,"2021-04","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS","2021-01-27 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247069530",NA,"IOEE","2020-12-14 00:50:07","2025-07-12 08:35:22",4.8,4,2,"1401:120:4","POLARIS","OTB","VL1218"
"2494",5992,"2021-05","9ca3d0b72-237f-6c3a-14c3-937b71847c2a","ITA","LA FENICE","2021-01-04 05:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247099820",NA,"IJYL","2017-03-29 04:10:26","2025-07-20 09:17:50",6.43,5,2,"1401:121:1","LA FENICE","OTB","VL1824"
"2495",5998,"2021-05","9ca3d0b72-237f-6c3a-14c3-937b71847c2a","ITA","LA FENICE","2021-01-04 05:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247099820",NA,"IJYL","2017-03-29 04:10:26","2025-07-20 09:17:50",5.32,5,2,"1401:121:2","LA FENICE","OTB","VL1824"
"2496",6002,"2021-04","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS","2021-01-27 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247069530",NA,"IOEE","2020-12-14 00:50:07","2025-07-12 08:35:22",2.11,4,2,"1401:120:4","POLARIS","OTB","VL1218"
"2497",6025,"2021-05","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",9.48,5,2,"1401:120:2","NETTUNO II","OTB","VL1824"
"2498",6039,"2021-05","eb7ba4542-21a3-7c0d-607c-6d09d5218877","ITA","S. FERMINA","2021-01-04 03:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247094310",NA,"IIIL","2013-05-17 05:04:21","2025-07-16 14:29:29",3.21,5,2,"1401:121:1","SANTA FERMINA","OTB","VL1824"
"2499",6041,"2021-03","c00e8f8fa-a22a-f5cb-c833-b9366d851de5","ITA","FRIDA","2021-01-04 05:00:00","2021-12-23 11:00:00","TRAWLERS","FISHING","247065690",NA,"IUXA","2013-05-02 01:49:30","2025-07-20 23:59:35",0.17,3,2,"1401:120:4","FRIDA","OTB","VL1824"
"2500",6045,"2021-03","3a2bc0d9f-f2c8-12ad-ddc4-785d1994907d","ITA","MARETTO","2021-01-08 11:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066290",NA,NA,"2013-06-16 23:21:56","2025-07-19 08:13:16",1.56,3,2,"1401:120:2","MARETTO","OTB","VL1824"
"2501",6101,"2021-03","ec8d85e7d-d923-f0ca-7b0c-5075449c873c","ITA","JAZZ","2021-01-13 04:00:00","2021-12-30 18:00:00","TRAWLERS","FISHING","247200190",NA,"IFHQ2","2018-08-06 02:28:14","2023-09-29 21:00:11",3.5,3,2,"1400:249:2","JAZZ","OTB","VL1218"
"2502",6104,"2021-04","3c1198b91-1893-33bd-d11f-7306d36e2d7a","ITA","F/V GRAZIA ROSA II","2021-01-04 02:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247048990",NA,"IWMC","2014-03-31 03:10:03","2025-07-19 14:53:03",135.64,4,2,"1400:237:4","GRAZIA ROSA II","OTB","VL1824"
"2503",6112,"2021-04","3c1198b91-1893-33bd-d11f-7306d36e2d7a","ITA","F/V GRAZIA ROSA II","2021-01-04 02:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247048990",NA,"IWMC","2014-03-31 03:10:03","2025-07-19 14:53:03",1.26,4,2,"1400:237:4","GRAZIA ROSA II","OTB","VL1824"
"2504",6159,"2021-05","bf7a316cc-ca08-8259-d4af-7fce99807831","ITA","MORLE II","2021-01-03 06:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081680",NA,"IZAV","2019-07-12 09:06:05","2025-07-20 23:59:18",0.37,5,2,"1401:130:1","MORLE' II","OTB","VL1218"
"2505",6167,"2021-05","9ca3d0b72-237f-6c3a-14c3-937b71847c2a","ITA","LA FENICE","2021-01-04 05:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247099820",NA,"IJYL","2017-03-29 04:10:26","2025-07-20 09:17:50",8.26,5,2,"1401:121:2","LA FENICE","OTB","VL1824"
"2506",6168,"2021-03","8c04ecd47-7037-fc2f-8195-d663a9d8e636","ITA","NUOVA MAREA","2021-03-02 23:00:00","2021-11-24 19:00:00","TRAWLERS","FISHING","247220130",NA,"IRBA","2013-02-26 13:19:31","2025-07-20 23:58:50",11.91,3,2,"1401:130:1","NUOVA MAREA","OTB","VL2440"
"2507",6174,"2021-04","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS","2021-01-27 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247069530",NA,"IOEE","2020-12-14 00:50:07","2025-07-12 08:35:22",0.33,4,2,"1401:120:4","POLARIS","OTB","VL1218"
"2508",6185,"2021-03","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA","2021-01-06 23:00:00","2021-12-29 12:00:00","TRAWLERS","FISHING","247220290",NA,"ILKN","2014-05-14 03:57:27","2025-07-20 23:59:51",1.2,3,2,"1401:120:4","CESARINA","OTB","VL1218"
"2509",6195,"2021-05","bdcd2d618-8e87-b9fc-959d-584c17ae45e5","ITA","JAMAICA","2021-01-04 04:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092810",NA,"IPVT","2013-05-27 23:17:31","2025-07-20 21:01:46",1.1,5,2,"1401:111:4","JAMAICA","OTB","VL1824"
"2510",6203,"2021-03","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",21.56,3,2,"1401:112:3","BISMARCK","OTB","VL1824"
"2511",6210,"2021-03","6e02474b2-2fba-078a-8132-10e3ad77914f","ITA","MP LEDO","2021-01-07 11:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247222320",NA,NA,"2012-05-17 19:22:30","2025-07-18 18:56:50",1.58,3,2,"1401:120:1","LEDO","OTB","VL1218"
"2512",6235,"2021-03","bf7a316cc-ca08-8259-d4af-7fce99807831","ITA","MORLE II","2021-01-03 06:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081680",NA,"IZAV","2019-07-12 09:06:05","2025-07-20 23:59:18",12.21,3,2,"1401:130:1","MORLE' II","OTB","VL1218"
"2513",6242,"2021-04","6d292d378-8dfa-7c9b-7b69-cd36b1ccdfa9","ITA","FURORE","2021-01-04","2021-12-23 14:00:00","TRAWLERS","FISHING","247101230",NA,"IKRH","2013-06-04 02:43:42","2025-07-18 16:35:18",0.44,4,2,"1401:120:2","FURORE","OTB","VL1824"
"2514",6254,"2021-05","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",8.12,5,2,"1401:120:1","NETTUNO II","OTB","VL1824"
"2515",6280,"2021-03","7ac48f28b-bd17-d84a-d29c-cf66a0eea592","ITA","MP FRANCESCO PADRE","2021-01-04 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247099360",NA,"IKLA2","2013-04-21 22:18:21","2025-07-20 23:59:26",16.55,3,2,"1401:111:4","FRANCESCO PADRE","OTB","VL1824"
"2516",6308,"2021-05","fd7b02175-538c-125e-7d04-399cdce31466","ITA","MARE BLU","2021-01-04 02:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065080",NA,NA,"2013-06-24 00:40:18","2024-08-16 10:02:30",1.66,5,2,"1401:120:4","MARE BLU","OTB","VL1824"
"2517",6319,"2021-05","a8e7a4833-3700-0508-9a2d-ec87ae97a3a2","ITA","MARIAMADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247092830",NA,"IOXL","2013-05-07 10:50:35","2025-07-20 23:59:26",10.37,5,2,"1401:112:3","MARIA MADRE","OTB","VL1824"
"2518",6323,"2021-04","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",16,4,2,"1401:120:1","GIANNI RIVERA","OTB","VL2440"
"2519",6323,"2021-04","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",16,4,2,"1401:120:2","GIANNI RIVERA","OTB","VL2440"
"2520",6323,"2021-04","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",16,4,2,"1401:120:3","GIANNI RIVERA","OTB","VL2440"
"2521",6323,"2021-04","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",16,4,2,"1401:120:4","GIANNI RIVERA","OTB","VL2440"
"2522",6331,"2021-04","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",14.03,4,2,"1401:120:2","GIANNI RIVERA","OTB","VL2440"
"2523",6336,"2021-04","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",3.48,4,2,"1401:120:2","GIANNI RIVERA","OTB","VL2440"
"2524",6340,"2021-04","bae0ea02d-dae5-e443-2f40-54bd22f650d2","ITA","OSCAR","2021-01-04 03:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247094340",NA,"IQSV","2013-05-02 01:10:38","2025-07-20 07:09:56",3.78,4,2,"1401:121:2","OSCAR","OTB","VL1824"
"2525",6385,"2021-04","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",4.17,4,2,"1401:120:4","GIANNI RIVERA","OTB","VL2440"
"2526",6387,"2021-05","5598e4059-9221-f0aa-3532-86d74c94d584","ITA","N.PESCE VOLANTE","2021-01-06 12:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247091090",NA,"INUG","2017-10-30 00:45:20","2025-07-20 23:59:16",33.26,5,2,"1401:112:2","NUOVO PESCE VOLANTE","OTB","VL1824"
"2527",6392,"2021-03","beb9ae3d4-4062-d7b2-0c1f-a066626a3eeb","ITA","N.VITTORIO-FILIPPO","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247044920",NA,"IOPF","2014-05-26 04:21:13","2025-07-18 16:55:41",3,3,2,"1400:239:3","NUOVO VITTORIO FILIPPO","OTB","VL1218"
"2528",6398,"2021-05","5598e4059-9221-f0aa-3532-86d74c94d584","ITA","N.PESCE VOLANTE","2021-01-06 12:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247091090",NA,"INUG","2017-10-30 00:45:20","2025-07-20 23:59:16",9.22,5,2,"1401:112:2","NUOVO PESCE VOLANTE","OTB","VL1824"
"2529",6402,"2021-03","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-07-20 23:56:11",2.41,3,2,"1401:111:4","AGOSTINO IMPERATO","OTB","VL1824"
"2530",6435,"2021-05","9ca3d0b72-237f-6c3a-14c3-937b71847c2a","ITA","LA FENICE","2021-01-04 05:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247099820",NA,"IJYL","2017-03-29 04:10:26","2025-07-20 09:17:50",13.53,5,2,"1401:111:4","LA FENICE","OTB","VL1824"
"2531",6438,"2021-03","ec8d85e7d-d923-f0ca-7b0c-5075449c873c","ITA","JAZZ","2021-01-13 04:00:00","2021-12-30 18:00:00","TRAWLERS","FISHING","247200190",NA,"IFHQ2","2018-08-06 02:28:14","2023-09-29 21:00:11",4.93,3,2,"1400:249:2","JAZZ","OTB","VL1218"
"2532",6458,"2021-04","7ac48f28b-bd17-d84a-d29c-cf66a0eea592","ITA","MP FRANCESCO PADRE","2021-01-04 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247099360",NA,"IKLA2","2013-04-21 22:18:21","2025-07-20 23:59:26",10.74,4,2,"1401:111:4","FRANCESCO PADRE","OTB","VL1824"
"2533",6462,"2021-03","a5dfa5104-4dbc-0aa6-e7ef-c1665b4ec2e9","ITA","MONSSER","2021-01-03 08:00:00","2021-12-30 09:00:00","TRAWLERS","FISHING","247044790",NA,"IJYT","2019-12-09 09:29:50","2025-07-20 23:57:30",4.06,3,2,"1401:120:3","MONSSER","OTB","VL1218"
"2534",6467,"2021-04","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS","2021-01-27 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247069530",NA,"IOEE","2020-12-14 00:50:07","2025-07-12 08:35:22",11.36,4,2,"1401:120:4","POLARIS","OTB","VL1218"
"2535",6469,"2021-04","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA","2021-01-04 04:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247119090",NA,"IMAT2","2013-06-04 15:04:11","2024-12-07 10:58:09",1.18,4,2,"1401:111:4","L'ALBA","OTB","VL1824"
"2536",6470,"2021-03","8c04ecd47-7037-fc2f-8195-d663a9d8e636","ITA","NUOVA MAREA","2021-03-02 23:00:00","2021-11-24 19:00:00","TRAWLERS","FISHING","247220130",NA,"IRBA","2013-02-26 13:19:31","2025-07-20 23:58:50",3.44,3,2,"1401:130:1","NUOVA MAREA","OTB","VL2440"
"2537",6487,"2021-05","9ca3d0b72-237f-6c3a-14c3-937b71847c2a","ITA","LA FENICE","2021-01-04 05:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247099820",NA,"IJYL","2017-03-29 04:10:26","2025-07-20 09:17:50",36.66,5,2,"1401:121:2","LA FENICE","OTB","VL1824"
"2538",6490,"2021-03","da807a497-716f-a219-77b0-a13a671d0dea","ITA","LEONE MARCO","2021-01-08 03:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247099830",NA,"IPLN","2013-04-25 02:01:19","2025-07-18 16:04:53",1.85,3,2,"1401:121:1","LEONE MARCO","OTB","VL1824"
"2539",6522,"2021-04","5568a3ba3-30ea-01f4-1a45-07c8717d7fea","ITA","CERNIA","2021-02-23 04:00:00","2021-12-19 10:00:00","TRAWLERS","FISHING","247303790",NA,"ILLK","2013-04-15 06:32:03","2024-09-30 15:41:14",9.11,4,2,"1401:120:2","CERNIA","OTB","VL1824"
"2540",6530,"2021-04","10a08ce71-17e9-f2b1-204a-88df7da4cd6f","ITA","DESTRIERO I","2021-01-04 03:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247122360",NA,"IQPL","2014-04-07 01:50:15","2025-07-18 16:57:10",1.51,4,2,"1401:121:1","DESTRIERO I","OTB","VL1824"
"2541",6588,"2021-05","1d92f6f7b-b03c-0265-3460-f6247b0b3c64","ITA","NONNO CIRO","2021-01-04 03:00:00","2021-12-30 08:00:00","TRAWLERS","FISHING","247092850",NA,"ILPG","2013-04-29 03:13:52","2025-07-19 11:05:07",26.29,5,2,"1401:111:4","NONNO CIRO","OTB","VL1824"
"2542",6589,"2021-03","4af3adc4d-dbfd-21b7-7712-8a46ea05be6c","ITA","ANGELO PADRE II","2021-01-04 04:00:00","2021-03-17 08:00:00","TRAWLERS","FISHING","247091080",NA,"IFMX","2013-08-23 15:20:47","2021-04-17 11:54:57",15.42,3,2,"1401:112:1","ANNA MADRE","OTB","VL1824"
"2543",6599,"2021-05","1d92f6f7b-b03c-0265-3460-f6247b0b3c64","ITA","NONNO CIRO","2021-01-04 03:00:00","2021-12-30 08:00:00","TRAWLERS","FISHING","247092850",NA,"ILPG","2013-04-29 03:13:52","2025-07-19 11:05:07",1.77,5,2,"1401:111:4","NONNO CIRO","OTB","VL1824"
"2544",6615,"2021-04","243942918-83f7-ad86-4a56-e4954dc2f210","ITA","S.VINCENZO","2021-01-04 05:00:00","2021-12-30 08:00:00","TRAWLERS","FISHING","247092920",NA,"IPBA","2013-04-21 22:38:02","2024-01-12 12:01:38",14.63,4,2,"1401:111:4","SAN VINCENZO","OTB","VL1824"
"2545",6626,"2021-04","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",1.7,4,2,"1401:120:3","NETTUNO II","OTB","VL1824"
"2546",6655,"2021-05","232e1b598-8373-719a-adc4-f14290e5318e","ITA","GIACOMO","2021-01-04 05:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247093040",NA,"INSI","2013-04-02 03:05:29","2024-10-28 12:40:57",43.82,5,2,"1401:112:3","GIACOMO","OTB","VL1824"
"2547",6657,"2021-05","029e738bc-c6a6-bc59-12ce-483f333c1d4d","ITA","MIRELLA","2021-01-03 06:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247065730",NA,"INRH","2017-08-20 11:43:11","2025-07-20 23:42:50",37.22,5,2,"1401:120:2","MIRELLA","OTB","VL1824"
"2548",6664,"2021-03","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",38.83,3,2,"1401:112:3","BISMARCK","OTB","VL1824"
"2549",6674,"2021-03","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",14.55,3,2,"1401:111:4","BISMARCK","OTB","VL1824"
"2550",6697,"2021-03","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA","2021-01-06 23:00:00","2021-12-29 12:00:00","TRAWLERS","FISHING","247220290",NA,"ILKN","2014-05-14 03:57:27","2025-07-20 23:59:51",1.01,3,2,"1401:120:3","CESARINA","OTB","VL1218"
"2551",6713,"2021-05","72c6c4de9-9f7c-92c8-9bd0-64f0777105bb","ITA","MP CLAUDIO PADRE","2021-01-04 06:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247123920",NA,"IPFT","2019-08-07 07:56:24","2025-07-20 23:59:27",6.95,5,2,"1401:112:3","CLAUDIO PADRE","OTB","VL1824"
"2552",6730,"2021-05","0474f132b-bef3-7a95-4871-5a4cca576cc3","ITA","ONDAMARINA","2021-01-04 01:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247041470",NA,"INHW","2017-06-27 11:23:33","2025-07-20 23:37:46",0.56,5,2,"1401:120:2","ONDA MARINA","OTB","VL1824"
"2553",6761,"2021-04","17369ded3-316e-47fe-dbd2-9296123a9216","ITA","ISABELLA","2021-01-03 09:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247065440",NA,"IOWM","2013-03-25 02:43:51","2025-07-20 23:37:47",7.27,4,2,"1401:120:2","ISABELLA","OTB","VL1824"
"2554",6769,"2021-05","5598e4059-9221-f0aa-3532-86d74c94d584","ITA","N.PESCE VOLANTE","2021-01-06 12:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247091090",NA,"INUG","2017-10-30 00:45:20","2025-07-20 23:59:16",60,5,2,"1401:112:2","NUOVO PESCE VOLANTE","OTB","VL1824"
"2555",6773,"2021-03","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-07-20 23:56:11",2.85,3,2,"1401:111:4","AGOSTINO IMPERATO","OTB","VL1824"
"2556",6785,"2021-04","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",3.51,4,2,"1401:120:4","GIANNI RIVERA","OTB","VL2440"
"2557",6796,"2021-04","17369ded3-316e-47fe-dbd2-9296123a9216","ITA","ISABELLA","2021-01-03 09:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247065440",NA,"IOWM","2013-03-25 02:43:51","2025-07-20 23:37:47",1.73,4,2,"1401:120:2","ISABELLA","OTB","VL1824"
"2558",6805,"2021-03","1bfd3db56-6ed3-c034-77a6-c5b89b6c920d","ITA","MARIA ROSA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247111950",NA,"IVQY","2013-08-08 11:37:41","2025-07-14 14:10:38",5.15,3,2,"1401:111:4","MARIA ROSA","OTB","VL1824"
"2559",6807,"2021-04","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA","2021-01-06 23:00:00","2021-12-29 12:00:00","TRAWLERS","FISHING","247220290",NA,"ILKN","2014-05-14 03:57:27","2025-07-20 23:59:51",1.04,4,2,"1401:120:3","CESARINA","OTB","VL1218"
"2560",6840,"2021-05","a8e7a4833-3700-0508-9a2d-ec87ae97a3a2","ITA","MARIAMADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247092830",NA,"IOXL","2013-05-07 10:50:35","2025-07-20 23:59:26",47.45,5,2,"1401:112:3","MARIA MADRE","OTB","VL1824"
"2561",6844,"2021-04","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",19.61,4,2,"1401:120:2","GIANNI RIVERA","OTB","VL2440"
"2562",6848,"2021-05","a8e7a4833-3700-0508-9a2d-ec87ae97a3a2","ITA","MARIAMADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247092830",NA,"IOXL","2013-05-07 10:50:35","2025-07-20 23:59:26",27.35,5,2,"1401:111:4","MARIA MADRE","OTB","VL1824"
"2563",6856,"2021-05","9ca3d0b72-237f-6c3a-14c3-937b71847c2a","ITA","LA FENICE","2021-01-04 05:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247099820",NA,"IJYL","2017-03-29 04:10:26","2025-07-20 09:17:50",15.31,5,2,"1401:121:1","LA FENICE","OTB","VL1824"
